car_ID,aspiration,carbody,enginetype,fuelsystem,price,carclass,brandavg,carspace,averagempg,performancebalance,enginedisplacement,curbweight,horsepower
2,std,convertible,dohc,mpfi,4.217483944213906,2.0,16500.0,958659.088,23.333333333333332,5.2344725357153825,3.21439572247361,2548,111
4,std,sedan,ohc,mpfi,4.144574207609616,3.0,17710.0,1166753.8159999999,26.373626373626372,5.095492541991036,3.4513505080466236,2337,102
5,std,sedan,ohc,mpfi,4.241795431295198,3.0,17710.0,1165588.256,19.603960396039604,5.1970825680882395,3.775861599560128,2824,115
6,std,sedan,ohc,mpfi,4.183269843682805,3.0,17710.0,1173148.0019999999,21.30044843049327,5.162111984569121,3.775861599560128,2507,110
7,std,sedan,ohc,mpfi,4.2482185611900745,3.0,17710.0,1455678.924,21.30044843049327,5.216887242668633,3.775861599560128,2844,110
8,std,wagon,ohc,mpfi,4.276921132065773,3.0,17710.0,1455678.924,21.30044843049327,5.233368141586834,3.775861599560128,2954,110
9,turbo,sedan,ohc,mpfi,4.3779433802557834,3.0,17710.0,1455678.924,18.230563002680963,5.273232644464437,3.759368908538663,3086,140
10,turbo,hatchback,ohc,mpfi,4.251861198352068,3.0,17710.0,1203928.11,18.238341968911918,5.326740747586464,3.759368908538663,3053,160
12,std,sedan,ohc,mpfi,4.228528677357181,3.0,27662.5,1159411.9679999999,25.36121673003802,5.057792738884028,3.2789425735327047,2395,101
14,std,sedan,ohc,mpfi,4.324385356490427,3.0,27662.5,1159411.9679999999,23.661971830985912,5.484986356961341,3.768337212823071,2765,121
15,std,sedan,ohc,mpfi,4.39031676847084,3.0,27662.5,1308664.35,21.978021978021975,5.496240106235296,3.768337212823071,3055,121
16,std,sedan,ohc,mpfi,4.4879863311293935,3.0,27662.5,1308664.35,18.238341968911918,5.618011791074619,3.925325411775668,3230,182
17,std,sedan,ohc,mpfi,4.616107757092463,3.0,27662.5,1361958.5700000003,18.238341968911918,5.637725969021171,3.925325411775668,3380,182
18,std,sedan,ohc,mpfi,4.566790912381592,3.0,27662.5,1536403.0000000002,16.901408450704224,5.620434833904387,3.925325411775668,3505,182
20,std,hatchback,ohc,2bbl,3.798995734443881,0.0,6435.0,936990.1799999999,40.09815950920245,4.942840815302773,3.2904988148906185,1874,70
21,std,sedan,ohc,2bbl,3.817895757161795,0.0,6435.0,954419.76,40.09815950920245,4.950877157144681,3.2904988148906185,1909,70
25,std,hatchback,ohc,2bbl,3.794418330874141,1.0,8558.0,940348.838,33.80200860832138,4.869135600587708,3.3224528564332294,1967,68
27,std,sedan,ohc,2bbl,3.8813275841005512,1.0,8558.0,940348.838,33.80200860832138,4.873966023792807,3.3224528564332294,1989,68
28,turbo,sedan,ohc,mpfi,3.932372282147914,1.0,8558.0,940348.838,26.373626373626372,5.021275784911386,3.4028167424193523,2191,102
29,std,wagon,ohc,2bbl,3.950413539369381,1.0,8558.0,1165137.2279999997,26.373626373626372,5.157020311548765,3.514053620806955,2535,88
30,turbo,hatchback,ohc,mfi,4.112739022360172,1.0,8558.0,1101235.0439999998,20.96551724137931,5.425889023234637,3.7351312134195678,2811,145
31,std,hatchback,ohc,1bbl,3.811507979945327,0.0,7295.0,800178.8039999999,51.130434782608695,4.988411432220942,3.375381505754804,1713,58
33,std,hatchback,ohc,1bbl,3.7323133274712426,0.0,7295.0,899520.0,39.701492537313435,4.7983316424158895,3.23853349520887,1837,60
35,std,hatchback,ohc,1bbl,3.853028614712989,0.0,7295.0,899520.0,31.67701863354037,4.858563319760372,3.375381505754804,1956,76
36,std,sedan,ohc,1bbl,3.8630252962294698,0.0,7295.0,1009158.4,31.67701863354037,4.8703905267292775,3.375381505754804,2010,76
37,std,wagon,ohc,1bbl,3.8630252962294698,0.0,7295.0,968733.5849999998,31.67701863354037,4.873404977476551,3.378361230679826,2024,76
38,std,hatchback,ohc,1bbl,3.897352134344313,0.0,7295.0,1053876.5,29.405940594059402,5.03037001758781,3.5076025783163196,2236,86
40,std,sedan,ohc,1bbl,3.946697837245742,0.0,7295.0,1103581.7200000002,29.405940594059402,5.043380693124599,3.5076025783163196,2304,86
41,std,sedan,ohc,1bbl,4.01262635095405,0.0,7295.0,1057881.25,29.405940594059402,5.05601290306565,3.5076025783163196,2372,86
45,std,sedan,ohc,2bbl,3.95019441390785,1.0,8916.5,936990.1799999999,40.09815950920245,4.942840815302773,3.2904988148906185,1874,70
46,std,sedan,ohc,2bbl,3.95019441390785,1.0,8916.5,936990.1799999999,40.09815950920245,4.950877157144681,3.2904988148906185,1909,70
47,std,hatchback,ohc,spfi,4.043283665570574,1.0,8916.5,1080337.92,26.018691588785043,5.182903429980954,3.447528197884346,2734,90
48,std,sedan,dohc,mpfi,4.508529718971286,3.0,35550.0,1569814.0799999998,16.569767441860463,5.8089225515554945,4.197530591093588,4066,176
49,std,sedan,dohc,mpfi,4.550839605065785,3.0,35550.0,1569814.0799999998,16.569767441860463,5.8089225515554945,4.197530591093588,4066,176
51,std,hatchback,ohc,2bbl,3.715585551893196,0.0,5645.0,950943.8819999999,30.44189852700491,4.852513838839917,3.3071493091789077,1890,68
52,std,hatchback,ohc,2bbl,3.7849737099544,0.0,5645.0,950943.8819999999,33.80200860832138,4.900276409661195,3.3071493091789077,1900,68
53,std,hatchback,ohc,2bbl,3.832189461068513,2.0,10945.0,950943.8819999999,33.80200860832138,4.901417788720003,3.3071493091789077,1905,68
54,std,sedan,ohc,2bbl,3.8257505813480277,2.0,10945.0,996966.9360000001,33.80200860832138,4.910442414370092,3.3071493091789077,1945,68
55,std,sedan,ohc,2bbl,3.868938178332911,2.0,10945.0,996966.9360000001,33.80200860832138,4.911557420070883,3.321365485175186,1950,68
56,std,hatchback,rotor,4bbl,4.03921576590395,2.0,10945.0,1058144.49,19.261083743842363,4.732525839952421,3.5915746793982795,2380,101
57,std,hatchback,rotor,4bbl,4.073535065058783,2.0,10945.0,1058144.49,19.261083743842363,4.732525839952421,3.5915746793982795,2380,101
58,std,hatchback,rotor,4bbl,4.134973540005915,2.0,10945.0,1058144.49,19.261083743842363,4.733437266272042,3.5915746793982795,2385,101
64,std,sedan,ohc,idi,4.033222646670249,2.0,10945.0,1168181.56,38.473282442748086,5.198169559531879,3.5003308818209073,2443,64
65,std,hatchback,ohc,2bbl,4.050959459771651,2.0,10945.0,1168181.56,28.395904436860068,5.167365328235939,3.5003308818209073,2425,84
67,std,sedan,ohc,idi,4.263494041721882,2.0,10945.0,1213430.7499999998,34.152542372881356,5.3259748073921465,3.603224781838205,2700,72
68,turbo,sedan,ohc,idi,4.407424898794408,3.0,32892.0,1476229.7,23.25581395348837,5.626323817991445,3.9649136865539165,3515,123
69,turbo,wagon,ohc,idi,4.450987704555041,3.0,32892.0,1476229.7,23.25581395348837,5.654429756363322,3.9649136865539165,3750,123
71,turbo,sedan,ohc,idi,4.4996870826184034,3.0,32892.0,1679254.152,23.25581395348837,5.656739838841396,3.9649136865539165,3770,123
72,std,sedan,ohcv,mpfi,4.53382287980914,3.0,32892.0,1679254.152,16.842105263157894,5.682121925523124,3.9913952048048182,3740,155
73,std,convertible,ohcv,mpfi,4.544762360216629,3.0,32892.0,1227897.09,16.842105263157894,5.675687815517714,3.9913952048048182,3685,155
75,std,hardtop,ohcv,mpfi,4.657055852857104,3.0,32892.0,1606348.8,14.834437086092713,5.835708781980533,4.173859540060603,3715,184
76,turbo,hatchback,ohc,mpfi,4.217562899669428,3.0,16503.0,1245874.2400000002,20.96551724137931,5.475594650388199,3.4867797725352756,2910,175
77,std,hatchback,ohc,2bbl,3.7315081835960253,1.0,8499.0,949192.2440000001,38.69897959183673,4.926482167158466,3.3224528564332294,1918,68
79,std,hatchback,ohc,2bbl,3.8240607174186523,1.0,8499.0,949192.2440000001,33.80200860832138,4.8867742757698105,3.3224528564332294,2004,68
80,turbo,hatchback,ohc,spdi,3.885869860903906,1.0,8499.0,933323.82,26.373626373626372,5.012060703871423,3.4028167424193523,2145,102
81,turbo,hatchback,ohc,spdi,3.9982157323709577,1.0,8499.0,1089557.46,25.69832402234637,5.150141131602684,3.4686792116193286,2370,116
82,std,hatchback,ohc,2bbl,3.9293678292400993,1.0,8499.0,1089557.46,27.72963604852686,5.141799643966942,3.5166503012575157,2328,88
84,turbo,hatchback,ohc,spdi,4.172281761455,1.0,8499.0,1101235.0439999998,20.96551724137931,5.442559734600746,3.7192832019773996,2921,145
87,std,sedan,ohc,2bbl,3.9132308711135604,1.0,8499.0,1085778.648,27.72963604852686,5.155931748698942,3.5166503012575157,2405,88
88,turbo,sedan,ohc,spdi,3.967501174722841,1.0,8499.0,1085778.648,25.69832402234637,5.15614655639648,3.4686792116193286,2403,116
89,std,sedan,ohc,spdi,3.967501174722841,1.0,8499.0,1085778.648,25.69832402234637,5.15614655639648,3.4686792116193286,2403,116
90,std,sedan,ohc,2bbl,3.7402837196818783,0.0,5499.0,996610.23,33.440233236151606,4.910118737149031,3.3975411922346197,1889,69
91,std,sedan,ohc,idi,3.8511971761741606,0.0,7999.0,996610.23,47.12041884816753,5.049873717228191,3.4216631918269766,2017,55
92,std,sedan,ohc,2bbl,3.8227563329513905,0.0,7999.0,996610.23,33.440233236151606,4.916735382061843,3.3975411922346197,1918,69
93,std,sedan,ohc,2bbl,3.8356271662098975,0.0,7999.0,996610.23,33.440233236151606,4.921240551941945,3.3975411922346197,1938,69
94,std,wagon,ohc,2bbl,3.8662282473796465,0.0,7999.0,1026152.8199999998,33.440233236151606,4.940097287394959,3.3975411922346197,2024,69
95,std,sedan,ohc,2bbl,3.8632633636504807,0.0,7999.0,996610.23,33.440233236151606,4.924144048621716,3.3975411922346197,1951,69
96,std,hatchback,ohc,2bbl,3.892038920341291,0.0,7999.0,998418.9599999998,33.440233236151606,4.940954729888497,3.3975411922346197,2028,69
97,std,sedan,ohc,2bbl,3.875003353600041,0.0,7999.0,996610.23,33.440233236151606,4.928573403506641,3.3975411922346197,1971,69
98,std,wagon,ohc,2bbl,3.9030356967884967,0.0,7999.0,1026152.8199999998,33.440233236151606,4.942877808227362,3.3975411922346197,2037,69
99,std,hardtop,ohc,2bbl,3.9164013036038754,0.0,7999.0,985342.512,33.440233236151606,4.936650487700179,3.3975411922346197,2008,69
100,std,hatchback,ohc,2bbl,3.951774508081725,0.0,7999.0,1098912.0960000001,29.756888168557534,5.189773273229346,3.515209282190757,2324,97
101,std,sedan,ohc,2bbl,3.979957893340665,0.0,7999.0,1098912.0960000001,29.756888168557534,5.185642468804825,3.515209282190757,2302,97
102,std,sedan,ohcv,mpfi,4.130301597341845,0.0,7999.0,1213138.22,18.93670886075949,5.4914839747732955,3.8315406741664897,3095,152
103,std,wagon,ohcv,mpfi,4.15833233170898,0.0,7999.0,1232500.36,18.93670886075949,5.5188105244422365,3.8315406741664897,3296,152
105,std,hatchback,ohcv,mpfi,4.235503196494338,0.0,7999.0,1058215.389,21.30044843049327,5.5614637769100845,3.8315406741664897,3071,160
106,turbo,hatchback,ohcv,mpfi,4.294444180196873,0.0,7999.0,1058215.389,19.261083743842363,5.624177262081062,3.8315406741664897,3139,200
108,std,sedan,l,mpfi,4.07554696139253,2.0,16137.5,1377913.212,20.96551724137931,5.16849550030878,3.438856637562593,3020,97
109,turbo,sedan,l,idi,4.12057393120585,2.0,16137.5,1377913.212,30.048780487804873,5.524088583901886,3.625363829373879,3197,95
110,std,wagon,l,mpfi,4.0948203803548,2.0,16137.5,1553663.5920000002,20.96551724137931,5.197691079682732,3.438856637562593,3230,97
112,std,sedan,l,mpfi,4.192567453336546,2.0,16137.5,1377913.212,20.96551724137931,5.167285548485667,2.9488169329114045,3075,95
113,turbo,sedan,l,idi,4.227886704613673,2.0,16137.5,1377913.212,30.048780487804873,5.531496484552228,3.625363829373879,3252,95
114,std,wagon,l,mpfi,4.222586423390389,2.0,16137.5,1553663.5920000002,20.96551724137931,5.1959758022700315,2.9488169329114045,3285,95
115,turbo,wagon,l,idi,4.23236071235357,2.0,16137.5,1553663.5920000002,24.999999999999996,5.481661887627593,3.625363829373879,3485,95
117,turbo,sedan,l,idi,4.254064452914337,2.0,16137.5,1377913.212,30.048780487804873,5.531496484552228,3.625363829373879,3252,95
119,std,hatchback,ohc,2bbl,3.746011107751926,0.0,6919.0,940348.838,38.69897959183673,4.916936849252235,3.3224528564332294,1918,68
121,std,hatchback,ohc,2bbl,3.794418330874141,0.0,6919.0,940348.838,33.80200860832138,4.869135600587708,3.3224528564332294,1967,68
123,std,sedan,ohc,2bbl,3.8813275841005512,0.0,6919.0,1000129.438,33.80200860832138,4.952957184482247,3.3224528564332294,2191,68
125,turbo,hatchback,ohc,spdi,4.105986795521472,0.0,6919.0,1101235.0439999998,20.96551724137931,5.426969166400534,3.7192832019773996,2818,145
126,std,hatchback,ohc,mpfi,4.342777867387246,3.0,31964.25,1090139.715,21.923076923076923,5.378584044367257,3.5186060015371563,2778,143
131,std,wagon,ohc,mpfi,3.968249394107917,1.0,9295.0,1159902.9749999999,26.021897810218977,5.194036573716653,3.7006784094705467,2579,90
133,std,hatchback,ohc,mpfi,4.073718350346122,2.0,15040.0,1229721.99,23.661971830985912,5.2026246616822185,3.408754041288631,2658,110
134,std,sedan,ohc,mpfi,4.085290578230065,2.0,15040.0,1229721.99,23.661971830985912,5.208628454598263,3.408754041288631,2695,110
135,std,hatchback,ohc,mpfi,4.177247836255623,2.0,15040.0,1229721.99,23.661971830985912,5.210557940846011,2.6069108604161255,2707,110
136,std,sedan,ohc,mpfi,4.190611797813604,2.0,15040.0,1229721.99,23.661971830985912,5.218663946915337,3.408754041288631,2758,110
138,turbo,sedan,dohc,mpfi,4.269979676645323,2.0,15040.0,1229721.99,21.61925601750547,5.335770875142864,3.408754041288631,2847,160
140,std,hatchback,ohcf,2bbl,3.8483738838446016,2.0,9960.0,940976.628,28.03478260869565,5.02732699282941,3.2315613124813205,2120,73
142,std,sedan,ohcf,2bbl,3.8528458180149965,2.0,9960.0,1093383.36,34.07194244604316,5.12982056047659,3.2315613124813205,2145,82
144,std,sedan,ohcf,mpfi,3.998259338423698,2.0,9960.0,1093383.36,28.395904436860068,5.113019828798606,3.2315613124813205,2340,94
146,turbo,sedan,ohcf,mpfi,4.0514998191327445,2.0,9960.0,1091133.6,26.018691588785043,5.212464671632373,3.2315613124813205,2510,111
148,std,wagon,ohcf,mpfi,4.008515007631455,2.0,9960.0,1100649.3,27.385159010600706,5.118115028892856,3.2315613124813205,2455,94
149,std,wagon,ohcf,2bbl,3.9037951427410347,2.0,9960.0,1100148.3360000001,25.36121673003802,5.053981821902301,3.2315613124813205,2420,82
150,turbo,wagon,ohcf,mpfi,4.067963089501265,2.0,9960.0,1100148.3360000001,23.0,5.18247920685242,3.2315613124813205,2650,111
151,std,hatchback,ohc,2bbl,3.7281913985899466,1.0,9258.0,965930.724,36.69354838709677,4.937288502062232,3.2622599550059825,1985,62
154,std,wagon,ohc,2bbl,3.8399805576783423,1.0,9258.0,1032882.444,33.440233236151606,4.957142424327173,3.2622599550059825,2280,62
155,std,wagon,ohc,2bbl,3.8975171294005255,1.0,9258.0,1032882.444,29.04201680672269,4.897800534222434,3.2622599550059825,2290,62
156,std,wagon,ohc,2bbl,3.943395576508954,1.0,9258.0,1032882.444,29.04201680672269,5.030725440909384,3.2622599550059825,3110,62
158,std,hatchback,ohc,2bbl,3.857211842316892,1.0,9258.0,1024920.2040000001,32.7917282127031,4.994923763836145,3.301241642426773,2109,70
161,std,sedan,ohc,2bbl,3.888628725385226,1.0,9258.0,1024920.2040000001,41.583236321303836,5.094977842059254,3.301241642426773,2094,70
162,std,hatchback,ohc,2bbl,3.9221023668076067,1.0,9258.0,1024920.2040000001,30.415335463258785,4.964920868734511,3.301241642426773,2122,70
163,std,sedan,ohc,2bbl,3.9665171764467915,1.0,9258.0,1024920.2040000001,30.415335463258785,4.968589262518381,3.301241642426773,2140,70
164,std,sedan,ohc,2bbl,3.9062272630523585,1.0,9258.0,1020297.6,31.055118110236215,4.983475615658574,3.301241642426773,2169,70
165,std,hatchback,ohc,2bbl,3.9158217876203985,1.0,9258.0,1020297.6,31.055118110236215,4.990427653824129,3.301241642426773,2204,70
166,std,sedan,dohc,mpfi,3.968389541847068,1.0,9258.0,1020297.6,27.269439421338156,5.011644579398715,3.3360745607200535,2265,112
170,std,hatchback,ohc,mpfi,3.9995220131289035,1.0,9258.0,1137378.0479999997,26.373626373626372,5.37544991563607,3.598953664922654,2551,116
172,std,hatchback,ohc,mpfi,4.062544381346465,1.0,9258.0,1137378.0479999997,26.373626373626372,5.402349300349998,3.598953664922654,2714,116
173,std,convertible,ohc,mpfi,4.247211970742112,1.0,9258.0,1137378.0479999997,26.373626373626372,5.442226427090849,3.598953664922654,2975,116
175,turbo,sedan,ohc,idi,4.029302593558998,1.0,9258.0,1195765.76,31.27962085308057,5.141216192573729,3.453562317236604,2480,73
178,std,hatchback,ohc,mpfi,4.051075307675748,1.0,9258.0,1195765.76,29.04201680672269,5.280507018587163,3.5359981644342975,2458,92
179,std,hatchback,dohc,mpfi,4.219007878256889,1.0,9258.0,1278321.5550000002,21.62162162162162,5.5323398325879936,3.8215391025311987,2976,161
181,std,sedan,dohc,mpfi,4.195622943586936,1.0,9258.0,1305069.1500000001,21.62162162162162,5.54068869565368,3.8215391025311987,3131,156
182,std,wagon,dohc,mpfi,4.197280558125619,2.0,15750.0,1305069.1500000001,20.96551724137931,5.50390111529929,3.8215391025311987,3151,156
183,std,sedan,ohc,idi,3.8907003976988745,0.0,7775.0,1094269.8549999997,40.57210965435042,4.984061993454667,3.400902133119948,2261,52
184,std,sedan,ohc,mpfi,3.901730691729218,1.0,9495.0,1094269.8549999997,29.756888168557534,5.064469348952376,3.4513505080466236,2209,85
186,std,sedan,ohc,mpfi,3.9135489579065177,1.0,9495.0,1094269.8549999997,29.756888168557534,5.0650587557136015,3.4513505080466236,2212,85
187,std,sedan,ohc,mpfi,3.929163383205064,1.0,9495.0,1094269.8549999997,29.756888168557534,5.0772550340740725,3.4513505080466236,2275,85
188,turbo,sedan,ohc,idi,3.9774949690730357,1.0,9495.0,1094269.8549999997,39.094339622641506,5.12348276330753,3.400902133119948,2319,68
189,std,sedan,ohc,mpfi,3.999782798454136,1.0,9495.0,1094269.8549999997,28.395904436860068,5.112047350400587,3.4513505080466236,2300,100
191,std,hatchback,ohc,mpfi,3.999130541287371,2.0,9980.0,1002153.6,26.018691588785043,5.013140329687493,3.4513505080466236,2221,90
192,std,sedan,ohc,mpfi,4.123688341667585,1.0,9495.0,1210360.1520000002,20.96551724137931,5.181119359959366,3.775861599560128,2661,110
193,turbo,sedan,ohc,idi,4.141292960081593,1.0,9495.0,1210360.1520000002,35.07692307692308,5.122540965692672,3.400902133119948,2579,68
195,std,sedan,ohc,mpfi,4.111934276332682,3.0,18420.0,1323291.648,25.009708737864077,5.336030208792485,3.499247651848748,2912,114
198,std,wagon,ohc,mpfi,4.217878578027432,3.0,18420.0,1323291.648,25.64885496183206,5.365957395619943,3.499247651848748,3042,114
199,turbo,sedan,ohc,mpfi,4.26528962586083,3.0,18420.0,1323291.648,18.93670886075949,5.376779989958425,3.461681193240629,3045,162
200,turbo,wagon,ohc,mpfi,4.277609214304091,3.0,18420.0,1323291.648,18.93670886075949,5.392467274881749,3.461681193240629,3157,162
201,std,sedan,ohc,mpfi,4.226471015317139,3.0,18420.0,1419207.712,25.009708737864077,5.34195519130249,3.499247651848748,2952,114
202,turbo,sedan,ohc,mpfi,4.279780976996965,3.0,18420.0,1417147.904,21.30044843049327,5.441609396652602,3.499247651848748,3049,160
204,turbo,sedan,ohc,idi,4.351603072419128,3.0,18420.0,1419207.712,26.440677966101692,5.435156277738445,3.7688789184145426,3217,106
